,MAC000002,MAC000003,MAC000004,MAC000005,MAC000006,MAC000007,MAC000008,MAC000009,MAC000010,MAC000011,MAC000012,MAC000013,MAC000014,MAC000015,MAC000016,MAC000017,MAC000018,MAC000019,MAC000020,MAC000021,MAC000022,MAC000023,MAC000024,MAC000025,MAC000026,MAC000027,MAC000028,MAC000029,MAC000030,MAC000031,MAC000032,MAC000033,MAC000034,MAC000035,MAC000036,MAC000037,MAC000038,MAC000039,MAC000040,MAC000041,MAC000042,MAC000043,MAC000044,MAC000045,MAC000046,MAC000047,MAC000048,MAC000049,MAC000050,MAC000051
2012-12-17,12.202,13.802,1.627,4.892,2.94,11.475,13.811,9.406,25.917,17.842,0.902,6.086,6.065,24.166,1.166,11.522,20.133,9.5,11.385,21.52,25.281,21.046,40.186,3.268,7.338,11.513,5.474,3.397,13.632,34.072,14.248,20.975,63.922,38.033,3.581,0.0,25.783,13.943,14.341,8.012,11.093,13.524,18.177,56.438,21.137,6.912,22.496,75.992,28.386,12.926
2012-12-18,10.255,14.783,1.373,4.127,2.876,9.671,12.624,8.496,24.605,19.866,0.944,5.339,4.335,17.53,1.362,5.632,21.792,7.481,5.738,25.301,24.605,23.158,47.734,5.472,15.103,14.094,6.82,2.944,27.448,30.57,14.559,15.785,62.884,45.356,2.858,0.003,8.331,9.528,11.814,8.99,10.515,8.822,14.804,26.62,19.302,7.228,16.191,61.658,26.697,15.032
2012-12-19,12.265,14.172,1.582,3.985,3.241,10.933,18.753,9.747,27.769,18.309,1.008,5.12,7.703,16.074,1.338,5.75,19.418,6.836,10.631,30.342,23.071,25.243,47.2,5.087,33.414,10.552,7.196,8.005,10.385,14.548,13.915,18.36,59.874,50.7,2.652,0.0,11.556,7.888,11.604,7.693,10.419,3.173,15.64,33.597,22.702,6.957,12.88,43.058,19.141,14.384
2012-12-20,11.122,16.486,1.528,4.193,3.408,4.604,24.653,7.96,39.548,18.527,0.988,5.201,6.869,25.944,1.163,5.691,20.276,7.637,11.668,25.767,23.187,11.894,44.993,5.695,27.286,12.36,5.348,3.582,5.934,9.834,19.013,14.503,62.146,48.472,2.275,0.0,7.038,12.38,11.747,8.749,14.811,3.2,13.416,43.194,21.709,6.73,8.14,39.795,24.039,7.084
2012-12-21,11.95,11.494,1.583,4.081,3.737,10.831,15.832,8.646,31.069,19.363,0.919,4.83,6.455,16.293,1.138,5.29,18.141,6.226,6.497,25.701,25.325,22.149,38.422,6.429,25.991,9.027,6.269,2.448,6.28,9.807,23.0,12.392,59.498,33.335,3.239,0.858,7.353,5.578,11.404,8.792,9.44,2.8,12.626,24.632,17.197,7.065,7.421,52.149,22.731,20.51
2012-12-22,17.932,11.154,1.506,7.148,3.399,7.083,15.943,7.641,33.2,17.339,0.934,4.477,7.597,13.736,1.076,6.788,18.385,7.486,6.427,23.766,22.485,25.346,43.532,6.179,13.937,6.992,5.02,4.787,5.991,9.234,18.525,12.614,60.929,19.418,2.469,0.012,8.248,10.807,12.569,8.708,10.241,2.826,15.242,17.565,18.36,6.318,7.497,51.53,20.389,14.93
2012-12-23,7.977,11.707,1.392,4.47,3.387,10.915,14.978,8.515,25.858,14.777,0.871,5.158,8.3,16.116,1.037,5.682,19.28,7.397,6.534,23.032,11.011,8.443,35.382,4.952,10.747,8.504,5.236,3.075,9.111,16.745,17.068,8.456,58.858,24.737,2.888,0.0,9.739,8.502,17.512,7.956,14.811,3.071,11.572,15.946,20.047,7.122,9.966,49.513,28.783,11.283
2012-12-24,4.983,14.341,1.553,4.108,2.406,10.186,15.907,10.451,33.003,19.953,0.863,4.661,8.415,25.36,1.286,5.026,16.627,6.42,12.273,18.244,11.626,6.669,27.547,5.344,7.501,12.688,5.897,2.623,22.653,34.275,19.508,8.82,52.23,26.253,2.79,0.0,13.412,13.879,18.296,7.478,12.432,3.315,17.973,19.118,21.787,7.086,8.371,46.555,22.754,18.853
2012-12-25,4.909,15.388,1.422,4.117,2.846,8.871,14.665,10.407,27.387,15.893,0.954,5.474,6.458,17.138,1.172,6.207,23.219,4.351,8.78,24.073,14.875,6.442,32.41,5.229,7.009,11.889,5.425,2.763,25.175,29.851,20.652,8.926,56.768,20.632,2.937,0.022,10.599,9.345,19.962,9.043,8.4,3.046,14.611,32.776,18.335,7.178,7.36,47.907,25.263,18.588
2012-12-26,7.65,11.095,1.498,4.202,2.804,10.589,16.622,9.88,25.902,19.871,1.064,7.913,7.624,16.193,1.069,4.801,22.948,2.897,6.087,26.609,25.154,7.846,40.821,5.194,8.224,11.576,5.717,3.752,17.686,18.433,21.019,10.412,58.149,32.716,2.594,0.0,6.343,5.858,16.95,7.357,8.479,2.64,11.133,44.376,10.437,6.686,7.38,34.403,19.818,13.204
2012-12-27,13.146,10.936,1.401,4.773,2.797,5.739,19.814,10.219,27.763,21.875,0.996,5.287,6.28,18.495,1.025,4.805,16.702,2.955,10.046,25.505,23.581,6.492,28.563,5.25,14.397,10.613,4.706,3.502,5.9,23.695,15.699,10.56,56.687,30.05,2.932,0.009,8.24,12.349,18.646,7.079,15.234,3.187,11.197,19.485,14.258,7.043,9.669,32.282,30.185,12.656
2012-12-28,11.157,17.254,1.416,2.278,2.35,11.228,11.986,9.653,26.956,19.032,1.106,5.143,4.075,19.972,1.097,5.138,19.443,2.937,11.888,23.26,23.399,7.015,30.602,5.636,8.366,9.601,5.199,3.293,7.22,23.969,14.558,11.03,56.004,25.828,2.48,0.599,8.132,11.746,16.78,6.146,8.64,2.74,13.114,9.803,13.504,6.892,8.423,38.808,18.428,11.076
2012-12-29,10.8,13.262,1.333,1.987,3.097,9.05,20.178,9.346,28.906,25.768,1.009,6.709,4.248,17.352,1.041,7.581,13.835,5.121,7.581,24.85,11.646,12.555,26.997,5.475,8.067,10.504,4.498,3.241,7.136,18.65,17.61,5.561,55.48,28.98,3.401,0.0,7.771,11.099,14.412,7.643,9.479,2.843,12.448,13.368,12.296,6.756,7.856,50.471,19.811,17.443
2012-12-30,11.112,13.555,1.207,2.068,2.468,6.683,19.754,10.102,30.101,15.617,1.039,6.589,6.215,7.162,1.119,6.054,19.374,7.115,5.967,21.771,10.77,9.745,26.743,5.586,9.962,8.01,4.837,2.994,5.428,24.236,14.466,9.193,53.451,21.643,2.279,0.0,13.987,5.298,18.576,7.154,11.681,2.677,9.404,14.288,11.041,7.534,3.164,46.949,19.807,12.206
2012-12-31,10.033,11.486,1.439,3.036,2.692,11.091,20.929,11.068,29.496,21.296,1.124,6.331,5.728,21.804,1.172,5.962,16.031,4.911,8.204,17.295,10.952,7.572,28.953,5.61,7.413,11.145,4.819,2.861,16.954,35.15,14.327,9.672,53.566,40.065,2.96,0.032,15.894,2.944,15.324,6.782,12.242,3.027,19.091,17.219,13.414,6.96,3.839,47.978,27.768,17.426
2013-01-01,10.8,13.783,1.382,4.283,3.79,7.518,13.821,8.133,29.758,16.814,1.117,5.442,7.08,8.238,1.127,10.939,16.796,6.476,5.303,21.81,12.838,12.788,30.944,7.157,7.313,12.59,4.525,2.762,28.38,27.588,15.278,7.501,56.37,18.715,2.877,0.0,7.144,2.854,20.586,9.707,8.021,2.925,13.593,17.369,23.147,7.239,6.625,41.745,18.07,10.771
2013-01-02,13.3,15.012,1.515,4.181,2.723,6.894,16.255,9.169,29.689,15.695,1.192,4.919,3.743,8.208,1.085,7.021,11.182,6.813,3.355,23.589,11.454,17.422,20.918,6.541,8.634,9.785,6.441,2.711,11.205,19.057,12.434,8.269,54.06,31.593,2.449,0.0,11.509,2.858,16.384,8.609,10.765,3.029,13.565,30.801,16.14,6.779,5.291,53.648,22.75,7.787
2013-01-03,10.074,12.615,1.435,4.204,2.621,10.575,18.096,10.043,28.708,22.886,1.113,5.047,7.142,10.095,1.103,4.747,10.08,6.928,3.271,26.994,10.907,19.628,22.523,3.002,8.105,10.485,5.081,2.965,5.487,18.819,12.586,7.573,53.342,14.749,2.298,0.0,8.381,2.821,16.895,8.019,14.561,2.749,11.826,30.621,12.43,7.068,5.699,48.307,15.473,14.502
2013-01-04,9.857,13.773,1.709,3.865,2.906,11.7,16.637,8.297,32.902,22.92,1.184,4.968,5.395,23.181,1.175,5.586,12.797,6.572,3.189,21.47,11.334,17.743,26.32,5.017,9.271,9.36,5.74,3.012,5.564,25.977,11.999,7.833,53.292,15.949,3.026,0.0,7.239,2.82,15.048,11.583,9.911,2.786,13.238,21.058,14.232,7.103,5.816,41.38,27.235,18.991
2013-01-05,11.171,14.666,1.591,4.383,3.627,10.209,18.552,8.904,27.877,19.359,1.127,6.269,4.19,18.181,1.124,5.144,14.511,5.991,3.283,19.881,10.939,18.455,25.456,4.622,8.663,11.338,5.109,6.236,6.615,22.979,14.334,7.431,53.578,11.556,2.914,0.0,11.042,2.846,13.049,6.87,13.721,2.781,13.675,23.369,17.057,6.703,4.887,50.747,10.205,9.25
2013-01-06,10.293,15.577,1.478,4.499,3.248,9.351,16.201,7.73,35.118,16.358,1.137,5.874,4.224,8.003,1.131,4.746,11.816,6.346,3.379,21.028,11.253,16.776,22.015,5.8,8.671,13.155,5.403,3.264,6.279,16.369,13.089,10.558,53.36,19.919,2.392,0.0,14.529,2.875,13.523,6.559,14.306,2.964,13.9,18.611,12.004,7.06,4.167,43.538,28.761,13.622
2013-01-07,9.439,12.45,1.414,4.771,2.633,10.127,20.458,10.661,30.621,18.846,1.058,5.116,7.824,24.971,2.927,6.883,9.641,6.7,3.359,17.641,11.336,15.44,29.948,5.613,7.428,14.442,4.763,2.966,14.959,34.778,20.072,10.146,54.901,13.902,2.999,0.0,5.689,11.49,16.029,7.072,15.303,3.174,19.644,21.062,17.047,6.672,3.078,36.591,32.32,19.361
2013-01-08,11.64,13.66,1.694,4.555,2.813,6.529,15.304,9.497,30.38,22.986,1.123,4.715,4.674,13.453,1.153,5.488,10.41,8.546,4.53,22.418,15.312,16.297,24.037,6.033,7.236,15.278,5.594,4.14,17.554,30.801,18.022,12.522,53.417,25.584,2.652,0.0,16.128,12.514,19.672,10.941,12.465,3.11,13.633,19.861,13.077,6.834,7.553,45.958,21.783,13.986
2013-01-09,15.259,13.714,1.9,4.168,2.917,10.519,19.479,9.376,33.436,19.022,1.105,4.961,7.734,20.226,3.197,6.145,9.03,6.925,10.191,23.18,24.801,19.688,24.77,4.455,8.107,7.762,5.512,2.913,6.062,24.21,20.851,8.555,57.744,32.107,2.546,0.0,8.936,8.103,17.234,8.425,12.925,2.92,14.257,27.951,16.779,6.381,5.252,55.144,24.853,15.196
2013-01-10,10.74,13.583,1.527,5.013,2.926,12.955,13.073,9.835,44.028,25.066,1.063,5.067,6.684,20.255,0.71,5.076,11.175,6.579,5.732,27.153,24.416,13.997,28.123,4.588,8.001,8.462,5.592,3.12,3.042,31.868,18.636,15.401,55.14,30.379,2.151,0.0,7.55,6.259,15.091,10.599,12.915,2.993,16.265,26.251,15.183,7.104,4.429,44.921,20.973,13.746
2013-01-11,10.979,12.032,1.358,5.036,2.75,9.633,13.089,10.804,44.544,18.954,1.071,5.475,11.458,26.083,0.713,5.743,15.167,8.647,8.179,25.681,23.873,19.529,28.527,5.683,14.71,7.713,5.12,3.246,2.969,33.805,16.824,12.019,55.062,29.277,2.356,0.721,9.378,12.11,15.59,7.817,10.434,3.21,12.005,21.432,16.884,6.878,7.061,31.159,22.915,20.245
2013-01-12,10.586,13.376,1.551,4.428,3.149,4.972,17.797,8.085,45.485,19.458,1.059,7.717,15.193,22.132,0.712,8.045,10.743,6.912,9.681,23.592,21.994,20.873,19.344,6.002,18.381,7.904,4.736,3.008,4.666,22.205,18.877,8.056,58.709,33.868,2.935,0.0,6.306,10.255,16.179,8.852,11.916,3.129,12.901,28.175,14.432,6.568,6.336,40.0,23.648,20.362
2013-01-13,10.36,13.197,1.428,4.397,2.562,10.156,12.956,15.527,38.375,17.549,1.093,6.422,7.557,21.45,0.712,5.957,7.024,2.729,5.866,24.345,15.143,18.857,30.202,5.88,13.074,8.525,4.888,3.089,2.812,21.867,9.085,10.73,53.905,27.221,2.449,0.0,7.557,5.162,16.071,9.324,14.338,2.802,11.856,29.721,13.298,7.346,3.704,48.701,23.531,14.536
2013-01-14,12.273,14.082,1.405,3.797,2.746,11.71,15.105,11.046,35.041,27.392,1.079,5.229,5.705,24.62,1.079,5.18,6.416,2.444,7.592,16.998,11.224,20.304,24.136,5.525,7.627,9.819,4.562,4.087,2.875,30.109,15.209,6.948,55.032,11.834,3.228,0.0,15.801,4.732,17.723,6.402,12.42,3.747,18.118,17.508,16.496,6.853,5.483,36.338,25.482,17.249
2013-01-15,9.83,13.336,1.43,4.301,2.912,18.267,10.549,10.263,33.879,16.211,1.092,6.511,5.448,10.621,0.809,3.755,9.791,2.477,4.125,22.394,11.631,26.979,24.688,4.17,10.709,11.673,4.747,3.185,2.914,25.256,10.248,8.651,53.467,9.599,3.022,0.016,8.525,16.082,18.027,6.31,8.759,3.262,12.189,18.167,11.788,6.599,6.494,39.491,23.527,13.323
2013-01-16,14.408,12.744,1.518,4.116,2.622,10.696,20.919,13.95,38.597,18.343,1.184,5.006,6.593,11.568,0.828,5.497,10.764,2.41,7.979,23.901,10.1,27.739,18.909,5.548,17.613,9.437,6.577,3.09,2.903,16.081,7.333,9.411,52.41,13.672,2.529,0.0,11.586,6.833,14.35,6.992,10.184,2.814,12.184,17.205,11.655,6.622,4.534,45.788,18.839,18.404
2013-01-17,9.857,12.817,1.901,4.295,2.566,10.348,13.834,5.497,22.024,23.119,1.05,5.275,7.399,13.877,0.747,4.823,7.522,2.312,5.194,24.86,13.133,20.669,20.951,5.81,19.987,11.479,4.909,2.715,2.882,21.546,9.672,8.817,54.032,20.888,3.11,0.0,8.123,7.733,15.807,6.376,7.276,2.707,12.686,24.671,9.609,7.129,8.843,50.502,24.927,12.42
2013-01-18,16.922,15.167,1.831,3.779,3.03,9.654,15.185,9.875,35.028,19.863,1.093,5.319,4.972,13.931,0.721,5.938,8.005,2.376,9.352,20.154,11.179,17.906,20.25,5.799,16.914,8.824,4.877,3.393,2.912,21.8,18.823,9.776,54.033,21.234,3.015,0.0,6.733,12.623,15.457,6.033,11.323,2.636,9.869,46.93,11.705,6.717,3.696,47.135,33.466,14.596
2013-01-19,15.742,13.011,1.405,4.418,2.827,13.171,19.004,8.966,32.33,22.125,1.182,7.242,4.749,20.202,0.783,7.735,10.662,2.35,5.379,22.673,10.413,19.766,18.095,5.264,16.846,10.223,5.414,2.704,5.506,16.305,14.682,6.689,53.836,16.318,2.986,0.0,5.892,8.747,13.426,13.878,6.409,2.692,13.749,19.291,14.558,6.758,2.99,51.126,27.051,19.651
2013-01-20,11.53,12.3,1.49,4.042,2.466,8.031,12.342,7.904,32.559,17.68,1.039,7.379,7.068,15.172,0.704,5.757,10.747,2.176,6.961,29.869,10.945,22.952,23.48,5.127,15.505,8.763,5.394,4.268,8.652,24.793,18.021,9.043,51.207,23.972,3.465,0.0,6.106,6.887,13.894,6.296,10.253,2.7,10.987,19.947,15.254,7.008,3.04,48.19,30.102,21.488
2013-01-21,12.666,11.884,1.408,2.533,2.672,9.721,11.82,10.123,30.772,23.134,1.049,5.756,5.594,27.191,1.021,5.539,11.469,2.301,6.11,18.582,11.503,18.835,23.301,4.737,10.096,11.495,5.292,3.263,14.43,21.238,19.705,11.091,53.424,11.14,2.958,0.0,22.4,12.543,14.662,5.845,10.18,2.678,16.843,27.771,16.958,7.389,2.981,43.389,29.517,18.537
2013-01-22,10.87,13.782,1.423,1.917,2.46,9.821,15.033,9.233,33.313,16.628,0.916,5.231,5.351,21.109,1.879,7.2,16.397,2.323,3.724,21.724,11.904,20.617,21.922,4.856,7.561,11.754,5.427,6.44,23.66,22.902,18.741,8.851,54.247,13.033,2.549,0.0,9.414,9.035,20.076,9.96,6.306,2.738,8.387,20.346,11.154,6.708,5.038,42.21,27.339,22.055
2013-01-23,10.99,12.385,1.285,1.808,2.758,10.965,15.114,9.86,30.31,15.431,0.922,5.756,6.572,10.67,2.131,5.222,13.436,2.298,8.186,23.434,11.506,20.268,19.942,5.082,17.3,9.417,4.95,2.812,7.434,19.061,13.736,8.369,53.98,27.282,2.836,0.0,7.395,5.737,14.559,8.091,11.804,2.602,11.59,20.397,12.489,6.866,7.343,47.788,23.463,13.265
2013-01-24,12.124,14.153,1.372,1.78,1.992,13.697,20.46,7.99,35.15,21.655,0.977,5.44,8.114,11.076,0.636,4.637,14.909,2.364,6.613,20.976,11.34,19.677,20.517,4.459,15.897,7.675,4.414,2.621,6.649,21.272,15.113,9.675,52.843,17.18,2.134,0.0,9.896,10.776,14.133,7.461,10.227,2.561,8.991,15.174,12.115,6.875,3.825,44.134,29.441,13.746
2013-01-25,11.26,13.323,1.549,1.762,2.972,9.422,17.285,11.15,37.274,16.217,0.843,5.755,5.715,14.004,0.701,4.508,12.432,2.351,7.522,21.071,12.169,18.951,30.482,5.415,29.209,7.862,4.958,2.588,6.073,20.84,10.521,8.243,55.48,15.408,2.382,0.0,6.491,11.742,15.294,6.208,7.372,2.489,10.238,18.66,12.525,6.67,5.479,36.218,26.769,24.686
2013-01-26,16.348,11.94,1.526,1.759,2.479,7.592,14.648,8.61,37.5,21.108,0.919,7.564,7.798,13.507,0.657,6.681,12.126,2.361,10.48,20.599,11.055,23.012,13.701,5.299,31.11,8.403,5.166,2.546,7.459,15.817,8.315,8.394,50.001,16.154,2.176,0.0,6.623,12.563,16.019,9.156,8.563,2.555,11.471,18.481,12.501,6.711,6.877,30.088,22.895,10.481
2013-01-27,11.466,13.957,1.429,2.853,3.257,12.968,13.429,8.152,32.796,14.819,0.856,5.905,6.969,14.403,0.656,7.81,15.012,2.449,4.755,21.337,10.315,20.205,2.283,4.945,32.105,7.35,4.982,3.734,6.562,9.856,4.76,7.062,50.222,18.158,2.566,0.0,9.054,2.946,19.302,6.64,7.53,2.683,11.491,16.608,10.021,7.119,4.403,39.813,31.646,8.608
2013-01-28,9.907,11.541,1.379,4.197,2.264,6.905,13.301,10.294,24.056,18.099,0.811,5.152,7.326,19.434,0.678,5.933,13.976,6.51,4.224,16.491,12.501,19.818,2.268,4.067,7.929,12.536,4.749,2.987,9.153,25.699,0.888,7.104,51.107,11.857,3.135,0.0,14.673,5.31,13.894,6.038,10.545,2.683,13.862,16.267,22.625,6.865,8.827,40.52,11.311,10.014
2013-01-29,9.886,14.115,1.583,2.988,2.519,6.192,14.969,10.023,30.206,20.861,0.831,6.414,5.856,15.166,0.762,8.471,14.7,7.171,7.914,19.963,12.623,20.35,2.27,3.688,7.674,10.756,4.513,5.926,21.518,22.68,0.758,7.755,50.808,15.968,2.989,0.004,9.076,7.526,18.873,8.116,7.633,2.805,12.389,17.625,9.896,6.698,5.956,35.828,15.803,19.34
2013-01-30,10.297,12.851,1.462,4.298,2.571,10.702,19.379,9.04,26.387,14.366,0.827,5.337,6.487,11.504,0.907,6.613,14.212,4.118,5.273,21.568,13.102,21.338,2.268,4.606,32.815,8.763,5.031,2.232,10.539,16.331,0.749,6.449,54.178,17.257,2.269,0.752,11.676,5.168,14.627,5.937,9.095,2.85,10.692,18.623,13.563,7.353,4.637,25.373,19.327,13.916
2013-01-31,9.208,12.038,1.625,2.73,2.23,12.754,19.842,7.933,31.847,18.34,1.454,5.489,5.968,12.558,0.734,4.424,12.187,3.596,6.367,19.817,18.799,15.533,6.601,4.892,19.02,8.575,4.493,2.634,5.794,20.257,0.757,8.463,50.305,14.728,2.438,0.0,8.762,6.808,14.846,8.542,9.78,2.826,10.551,14.855,8.778,7.125,6.056,39.336,19.235,16.982
2013-02-01,9.953,13.055,1.441,5.044,2.833,10.194,16.093,10.319,29.211,24.466,4.151,5.344,5.905,8.04,0.721,4.122,18.315,3.634,6.243,21.429,13.131,18.173,16.356,5.354,19.58,7.895,4.969,2.696,6.443,22.08,1.697,7.817,51.144,18.187,2.81,0.0,6.693,11.936,18.979,6.37,7.492,2.674,10.833,10.853,11.157,7.177,4.657,25.945,19.625,26.088
2013-02-02,15.097,13.805,1.567,4.306,2.665,7.578,11.461,9.598,33.867,20.382,5.451,7.513,5.895,10.221,0.65,6.4,9.999,5.463,7.852,23.313,10.481,22.875,25.918,4.029,15.42,8.502,4.212,2.519,9.849,20.363,10.705,5.78,50.159,13.174,2.798,0.001,5.471,9.606,15.811,6.755,10.126,3.451,15.369,16.165,14.005,6.911,4.343,25.599,21.364,23.791
2013-02-03,11.29,10.943,1.542,4.281,2.329,8.955,16.072,8.554,27.236,15.697,9.32,6.931,5.182,12.909,0.701,4.097,11.004,6.752,5.411,24.279,11.477,16.411,14.639,4.211,12.467,8.633,4.064,7.881,4.166,16.424,6.926,7.303,39.445,20.207,3.049,0.0,6.58,8.866,19.127,9.299,9.126,3.219,10.092,16.255,12.246,6.929,4.451,37.654,47.201,15.338
2013-02-04,8.798,13.145,1.722,4.563,2.485,10.7,15.102,10.784,24.4,17.069,3.826,5.451,5.723,14.79,0.771,7.314,14.745,6.266,9.656,18.399,11.254,20.383,17.222,3.615,7.286,11.13,4.283,7.077,3.154,36.341,12.656,8.678,39.178,26.618,2.821,0.0,15.643,7.248,17.976,7.269,7.8,2.789,11.629,15.374,11.692,7.261,5.724,46.689,30.169,13.112
2013-02-05,14.146,14.032,1.418,4.921,2.342,9.495,10.318,10.829,28.827,18.504,3.617,5.455,5.864,9.598,0.685,6.015,10.339,6.734,6.694,20.696,12.395,23.363,18.602,4.463,7.207,9.196,4.387,5.732,3.044,10.279,19.124,6.551,40.48,13.355,3.051,0.007,7.987,7.795,19.074,8.591,7.475,2.686,12.431,19.263,9.151,6.673,5.619,32.047,24.905,16.233
2013-02-06,14.222,13.931,1.563,4.076,2.974,9.285,16.713,9.76,26.636,17.477,6.041,6.209,6.101,9.467,0.654,12.321,11.281,7.104,7.289,23.8,10.763,20.605,23.075,5.653,14.504,8.219,5.119,3.011,3.037,7.222,15.283,7.739,41.026,22.198,2.362,0.0,7.346,6.121,16.314,11.782,7.13,2.643,10.694,18.533,8.767,6.877,6.067,39.262,26.897,18.483
2013-02-07,11.684,14.574,1.604,3.905,2.725,12.917,18.337,9.448,27.85,16.54,0.906,5.841,7.61,9.999,0.727,4.447,12.672,7.481,7.82,26.495,12.425,16.599,12.539,4.586,17.32,8.611,4.738,3.653,3.56,7.074,15.049,7.595,40.123,29.704,2.683,0.0,7.592,10.352,15.717,8.714,5.242,3.135,12.545,16.62,12.529,6.988,6.759,46.729,29.66,14.863
2013-02-08,9.635,14.139,1.394,4.329,3.284,9.356,14.512,9.245,30.496,13.625,1.015,5.759,5.068,11.925,0.677,4.639,15.836,6.766,6.199,25.615,12.687,20.515,13.481,5.064,11.932,8.5,5.099,6.58,2.998,7.65,11.584,6.752,43.268,25.01,2.845,0.077,8.452,13.932,18.887,8.444,6.922,3.493,14.374,15.507,13.867,7.003,6.084,43.426,25.15,24.292
2013-02-09,14.746,11.994,1.513,3.032,2.949,10.888,13.593,9.085,25.665,18.252,1.062,5.43,6.483,8.808,0.722,6.755,9.721,6.886,6.789,20.615,10.133,20.329,19.695,3.894,20.152,8.498,5.022,5.945,5.964,7.607,0.764,9.753,41.953,26.563,3.014,0.0,16.115,12.522,21.396,2.7,9.607,2.811,15.475,17.511,8.816,7.192,3.768,41.149,5.092,13.523
2013-02-10,15.871,13.969,1.46,3.653,3.067,12.112,17.105,9.146,26.019,25.425,1.061,5.156,6.901,7.139,0.663,5.435,9.72,6.837,5.329,27.457,11.273,18.139,18.016,5.415,12.117,10.584,4.385,2.673,2.867,6.882,2.055,5.931,42.519,14.739,2.607,0.0,6.374,8.266,21.166,4.005,8.23,2.919,15.705,15.571,14.489,7.165,2.94,45.1,4.549,13.321
2013-02-11,11.514,12.444,1.61,5.448,2.74,9.546,13.754,10.906,27.094,18.871,1.076,6.571,6.031,7.407,0.612,6.72,10.642,7.398,6.777,17.565,10.945,9.779,27.013,5.232,8.229,14.525,4.6,3.072,2.891,7.427,1.316,9.132,41.695,30.043,2.848,0.0,8.552,12.213,20.938,7.018,9.755,2.994,12.26,15.667,15.26,6.863,2.955,36.368,4.476,11.379
2013-02-12,10.958,12.796,1.474,4.196,3.11,5.953,14.738,9.439,28.562,12.513,1.07,5.392,6.22,7.465,0.636,6.077,8.705,6.812,3.943,17.216,13.262,6.184,20.689,6.362,8.115,11.347,4.978,6.635,2.832,7.591,1.849,9.44,42.2,21.626,2.706,0.0,7.064,8.466,18.207,12.615,9.17,2.964,14.968,18.958,13.057,7.048,2.902,45.704,22.295,24.599
2013-02-13,11.151,12.731,1.434,4.275,2.486,9.357,13.109,9.621,24.064,18.986,0.933,6.129,4.745,7.504,2.373,8.045,7.852,5.704,6.644,21.604,9.945,6.038,25.924,3.986,8.552,11.446,4.986,2.672,3.242,8.133,1.481,8.481,44.719,27.175,2.904,0.0,6.109,6.109,18.617,8.369,10.434,2.79,9.513,17.541,16.006,7.174,2.962,49.206,22.928,15.302
2013-02-14,10.042,11.915,1.557,4.846,2.369,10.631,13.349,9.314,28.826,19.743,1.079,5.623,6.361,7.427,1.063,4.973,7.303,7.932,6.794,29.254,10.208,5.946,19.402,4.048,14.346,9.273,5.49,3.165,2.904,7.501,6.161,8.663,40.415,20.307,2.266,0.0,8.302,7.109,20.176,9.043,9.825,2.664,11.955,9.416,8.439,7.108,2.908,35.367,31.792,14.166
2013-02-15,11.33,14.053,1.499,4.095,2.529,7.923,12.14,9.173,23.111,20.248,1.041,6.471,3.778,7.821,0.686,4.735,9.375,6.273,8.498,27.893,9.855,9.968,19.435,4.726,19.057,8.473,5.317,6.885,2.877,7.18,20.854,6.938,39.908,29.545,2.663,0.0,7.437,12.198,17.617,7.369,7.531,2.979,9.502,13.967,9.391,6.839,5.804,47.801,19.172,25.109
2013-02-16,10.807,11.243,1.65,3.938,2.49,8.512,13.1,9.638,19.875,21.825,1.002,7.928,4.736,7.379,0.762,4.759,8.094,7.324,7.708,22.884,9.525,11.745,22.367,6.086,13.676,9.217,4.341,2.887,5.525,7.027,18.262,6.773,37.868,28.11,2.662,0.0,10.711,10.996,19.197,9.42,12.209,3.749,14.306,12.615,11.031,6.83,6.1,43.371,33.409,19.321
2013-02-17,9.221,13.18,1.475,4.746,2.81,9.052,15.969,8.487,25.172,15.723,0.987,6.4,5.058,6.727,0.66,5.383,13.086,7.129,5.457,25.513,11.392,5.864,25.904,4.786,13.771,8.939,4.787,3.486,6.093,6.896,17.824,6.073,39.261,48.078,2.599,0.0,6.284,5.029,19.663,6.326,9.366,2.902,11.108,11.762,10.926,7.378,3.608,43.057,31.544,15.655
2013-02-18,9.563,13.381,1.518,4.54,2.423,9.339,15.823,10.816,23.703,20.396,0.901,6.42,5.148,10.402,0.8,7.187,6.896,7.935,10.544,17.15,9.522,5.95,21.662,5.135,11.028,10.639,5.036,2.719,8.355,6.857,17.402,10.377,37.703,13.272,3.085,0.0,16.605,6.728,22.377,8.876,7.187,3.002,19.266,10.599,12.327,6.954,5.404,44.97,33.397,16.193
2013-02-19,11.293,12.61,1.56,4.383,2.38,9.3,15.583,10.074,29.131,15.724,0.959,9.051,6.712,7.459,0.699,3.973,7.195,7.674,6.562,17.876,10.453,19.576,21.084,5.048,18.425,10.899,4.45,6.641,33.424,23.62,14.983,8.344,40.739,21.579,2.881,0.013,5.812,13.081,21.587,7.179,4.044,2.989,11.453,13.655,9.962,6.682,6.203,46.454,28.827,21.398
2013-02-20,10.941,12.606,1.581,4.352,2.463,8.962,14.916,7.422,24.206,19.824,0.937,6.416,7.14,7.466,0.634,5.776,8.132,4.702,6.932,23.548,9.858,24.447,16.305,3.807,21.813,10.871,5.759,2.409,9.603,16.037,21.333,8.71,40.22,27.952,2.666,0.656,7.593,9.458,21.033,8.599,3.815,2.868,13.791,13.075,15.88,7.668,6.364,42.51,14.727,16.653
