DateTime,Meter 01,Meter 02,Meter 03,Meter 04,Meter 05,Meter 06,Meter 07,Meter 08,Meter 09,Meter 010
00:00.0,0.117,0.177,0.066,0.072,0,0.213,0.051,0.27,0.124,0.199
30:00.0,0.082,0.221,0.049,0.061,0.02,0.2,0.159,0.629,0.124,0.214
00:00.0,0.11,0.269,0.272,0.149,0.054,0.269,0.119,0.558,0.141,0.24
30:00.0,0.128,0.273,0.141,0.212,0.025,0.739,0.114,0.728,0.361,0.239
00:00.0,0.105,0.621,0.909,0.142,0,1.591,0.126,0.867,0.123,0.217
30:00.0,0.521,0.73,0.59,0.135,0,1.0779999,0.331,1.274,0.27,0.204
00:00.0,0.342,0.488,0.416,0.094,0.013,0.973,0.156,1.012,0.468,0.241
30:00.0,0.188,0.57,0.404,0.1,0.054,1.052,0.14,1.291,0.299,0.847
00:00.0,0.15,0.399,0.679,0.431,0.047,0.8,0.147,1.421,0.168,2.148
30:00.0,0.336,0.175,0.339,0.717,0,1.683,0.165,1.523,0.144,0.226
00:00.0,0.176,0.202,0.249,0.603,0,1.5369999,0.129,0.445,0.129,0.32
30:00.0,0.575,0.138,0.125,1.176,0,0.77,0.364,0.401,0.128,2.029
00:00.0,0.119,0.178,0.236,0.129,0.025,0.492,1.387,0.424,0.465,1.841
30:00.0,0.116,0.167,0.102,0.185,0.053,0.275,0.38,0.311,0.268,2.852
00:00.0,0.152,0.105,0.184,0.147,0.023,0.293,0.745,0.296,0.058,0.477
30:00.0,0.221,0.137,0.467,0.151,0,0.424,1.25,0.361,0.11,0.783
00:00.0,0.154,0.14,0.564,0.312,0,0.336,0.997,1.676,0.313,0.466
30:00.0,0.095,0.115,0.237,0.177,0.011,0.364,0.208,0.511,0.195,0.407
00:00.0,0.158,0.125,0.586,0.257,0.054,0.53,0.831,0.371,0.265,0.402
30:00.0,0.071,0.074,0.175,0.232,0.05,0.475,0.275,0.344,0.141,0.727
00:00.0,0.158,0.072,0.224,0.439,0,0.757,0.24,0.348,0.287,1.1720001
30:00.0,0.098,0.132,0.364,0.286,0,0.695,0.383,0.352,0.302,0.522
00:00.0,0.133,0.161,0.864,0.246,0,0.587,0.924,0.398,0.334,1.25
30:00.0,0.261,0.717,0.225,0.262,0.022,0.567,0.787,1.711,0.753,0.688
00:00.0,1.206,0.352,0.211,0.763,0.054,0.594,0.604,0.391,0.289,0.694
30:00.0,0.469,0.201,0.204,0.497,0.025,0.684,0.26,0.688,0.311,2.2130001
00:00.0,0.258,0.277,0.594,0.247,0,0.607,0.376,0.613,0.497,1.638
30:00.0,0.275,0.262,0.918,0.238,0,0.573,0.216,0.671,0.435,1.102
00:00.0,0.244,0.187,0.214,0.264,0.014,0.492,0.192,0.655,0.423,2.266
30:00.0,0.277,0.213,0.253,0.211,0.054,1.1210001,0.188,1.131,0.358,1.451
00:00.0,0.231,0.124,0.404,0.31,0.028,0.344,0.25,1.138,0.358,1.1109999
30:00.0,0.271,0.17,0.241,0.155,0,0.133,0.183,0.439,0.342,1.947
00:00.0,0.204,0.188,0.164,0.197,0,0.049,0.12,0.539,0.298,0.833
30:00.0,0.247,3.1400001,0.058,0.069,0.013,0.056,0.115,0.844,0.267,0.736
00:00.0,0.235,3.1110001,0.033,0.05,0.054,0.056,0.075,0.221,0.146,0.342
30:00.0,0.24,3.2460001,0.066,0.108,0.05,0.049,0.048,1.483,0.073,0.307
00:00.0,0.247,2.365,0.068,0.054,0.001,0.056,0.055,0.267,0.06,0.216
30:00.0,0.164,2.1199999,0.091,0.049,0,0.056,0.093,0.233,0.059,0.223
00:00.0,0.128,2.5139999,0.127,0.108,0,0.05,0.047,0.205,0.058,0.297
30:00.0,0.075,2.223,0.057,0.049,0.021,0.054,0.046,0.203,0.058,0.238
00:00.0,0.122,2.3150001,0.033,0.056,0.054,0.056,0.069,0.214,0.058,0.224
30:00.0,0.074,2.4630001,0.06,0.104,0.027,0.05,0.076,0.218,0.037,0.21
00:00.0,0.119,2.2709999,0.069,0.051,0,0.05,0.046,1.5470001,0.02,0.265
30:00.0,0.086,2.2880001,0.067,0.067,0,0.23,0.045,0.27,0.021,0.207
00:00.0,0.104,2.3039999,0.1,0.089,0.003,0.254,0.079,0.242,0.02,0.213
30:00.0,0.099,2.0150001,0.052,0.049,0.054,0.101,0.174,0.212,0.02,0.248
00:00.0,0.094,1.656,0.062,0.107,0.052,0.107,0.383,0.425,0.051,0.295
30:00.0,0.106,0.179,0.068,0.077,0.006,0.434,0.18,0.398,0.116,3.23
00:00.0,0.082,0.193,0.066,0.068,0,0.425,0.097,1.53,0.578,1.285
30:00.0,0.114,0.231,0.052,0.13,0,0.229,0.062,0.574,0.273,0.466
00:00.0,0.119,0.266,0.258,0.628,0.005,0.243,0.047,0.883,0.146,0.354
30:00.0,0.115,0.232,0.223,0.238,0.053,0.62,0.135,1.365,0.232,0.24
00:00.0,0.487,0.219,1.045,0.618,0.045,0.144,0.211,0.618,0.164,1.362
30:00.0,0.184,0.233,0.475,0.666,0,0.177,0.113,0.571,0.182,0.338
00:00.0,0.14,0.078,0.095,0.556,0,0.146,0.158,0.581,0.551,0.289
30:00.0,0.18,0.118,0.368,0.499,0,0.161,0.331,0.495,0.12,0.566
00:00.0,0.151,0.136,0.483,0.261,0.036,0.285,0.167,0.499,0.167,0.275
30:00.0,0.341,0.09,0.271,0.713,0.053,0.254,0.098,0.366,0.411,0.351
00:00.0,0.275,0.114,0.327,0.805,0.027,0.18,0.076,0.508,0.093,0.545
30:00.0,0.913,0.127,0.209,0.162,0,0.272,0.072,0.36,0.299,0.214
00:00.0,0.691,0.103,0.157,0.072,0,0.202,0.115,1.452,0.201,0.201
30:00.0,0.824,0.153,0.185,0.127,0,0.205,0.09,0.307,0.136,0.645
00:00.0,0.169,0.088,0.192,0.183,0.034,0.236,0.29,0.313,0.21,0.428
30:00.0,0.166,0.102,0.19,0.169,0.053,0.644,0.284,0.303,0.441,0.528
00:00.0,0.467,0.293,0.182,0.337,0.017,0.722,0.211,1.206,0.26,2.2839999
30:00.0,0.222,0.191,0.261,0.175,0,0.217,0.159,0.426,0.292,1.109
00:00.0,0.217,0.225,0.246,0.202,0,0.224,0.208,0.407,0.273,3.6719999
30:00.0,0.233,0.2,0.166,0.288,0.006,0.288,0.271,1.62,0.327,2.859
00:00.0,0.286,0.165,0.412,0.352,0.053,1.011,0.225,0.338,0.422,2.0969999
30:00.0,0.285,0.389,1.068,0.234,0.042,0.481,0.2,0.317,0.36,0.935
00:00.0,0.257,0.251,0.215,0.258,0,0.463,0.2,0.937,0.368,0.967
30:00.0,0.271,0.212,0.23,0.261,0,0.506,0.237,1.097,0.749,1.6720001
00:00.0,1.007,0.168,0.255,0.138,0,0.622,0.203,1.581,0.554,0.949
30:00.0,0.217,0.136,0.2,0.181,0.043,0.672,0.186,1.776,0.673,1.24
00:00.0,0.257,0.124,0.2,0.134,0.052,0.439,0.882,1.897,0.317,1.573
30:00.0,0.227,0.197,0.192,0.152,0.004,0.588,0.862,0.95,0.424,2.1289999
00:00.0,0.276,0.165,0.152,0.167,0,0.514,0.436,0.6,0.316,1.373
30:00.0,0.232,0.185,0.329,0.166,0,0.323,0.305,0.657,0.357,1.9119999
00:00.0,0.274,0.159,0.253,0.395,0.033,0.272,0.305,0.536,0.435,1.133
30:00.0,0.25,0.149,0.175,0.192,0.053,0.116,0.254,0.492,0.418,0.475
00:00.0,0.232,0.155,0.051,0.215,0.033,0.054,0.186,0.405,0.349,0.44
30:00.0,0.248,1.95,0.032,0.131,0,0.057,0.176,0.215,0.682,0.431
00:00.0,0.222,1.876,0.058,0.053,0,0.055,0.09,0.214,0.292,0.317
30:00.0,0.259,1.908,0.093,0.051,0,0.053,0.062,0.221,0.061,0.3
00:00.0,0.128,2.0650001,0.077,0.112,0.034,0.057,0.072,0.279,0.06,0.341
30:00.0,0.127,2.043,0.103,0.053,0.054,0.053,0.078,1.503,0.06,0.327
00:00.0,0.085,2.1159999,0.091,0.051,0.024,0.066,0.048,0.3,0.059,0.258
30:00.0,0.113,2.2179999,0.034,0.139,0,0.371,0.048,0.213,0.059,0.227
00:00.0,0.097,2.233,0.032,0.072,0,0.063,0.092,0.214,0.058,0.28
30:00.0,0.098,2.355,0.098,0.056,0,0.047,0.056,0.219,0.058,0.248
00:00.0,0.108,2.2920001,0.067,0.124,0.044,0.052,0.048,0.208,0.057,0.21
30:00.0,0.086,2.2460001,0.079,0.069,0.052,0.059,0.064,1.363,0.057,0.416
00:00.0,0.119,2.3039999,0.073,0.085,0.007,0.212,0.086,0.277,0.057,0.291
30:00.0,0.074,1.896,0.034,0.105,0,0.113,0.162,0.355,0.058,0.29
00:00.0,0.116,1.676,0.076,0.077,0,0.151,0.377,0.447,0.056,0.284
30:00.0,0.073,0.124,0.081,0.098,0.02,0.137,0.195,0.569,0.101,0.234
00:00.0,0.115,0.077,0.066,0.084,0.053,0.535,0.131,0.407,0.124,0.928
30:00.0,0.073,0.074,0.209,0.079,0.04,0.165,0.112,1.5420001,0.3,2.0339999
00:00.0,0.158,0.203,0.178,0.566,0,0.071,0.108,0.56,0.176,0.661
30:00.0,0.101,0.377,0.703,0.109,0,0.055,0.155,0.538,0.173,0.318
00:00.0,0.651,0.228,0.765,0.764,0,0.052,0.244,0.554,0.366,0.297
30:00.0,0.235,0.184,0.114,0.141,0.02,0.048,0.17,0.493,0.203,0.266
00:00.0,0.138,0.236,0.077,0.087,0.053,0.052,0.17,0.48,0.125,0.209
30:00.0,0.111,0.258,0.1,0.343,0.031,0.054,0.173,0.488,0.123,0.175
00:00.0,0.114,0.233,0.14,0.375,0,0.046,0.122,0.487,0.146,0.285
30:00.0,0.114,0.175,0.128,0.2,0,0.079,0.129,0.297,0.17,0.321
00:00.0,0.11,0.079,0.328,0.35,0,0.521,0.165,0.367,0.118,0.305
30:00.0,0.115,0.153,0.11,0.214,0.038,0.142,0.14,0.345,0.086,0.283
00:00.0,0.515,0.304,0.06,0.191,0.053,0.117,0.344,1.423,0.148,0.402
30:00.0,0.142,0.396,0.093,0.191,0.011,0.125,0.169,0.29,0.058,1.223
00:00.0,0.096,0.18,0.126,0.157,0,0.181,0.133,0.285,0.188,1.531
30:00.0,0.132,0.154,0.141,0.219,0,0.15,0.094,0.301,0.181,1.2130001
00:00.0,0.104,0.106,0.109,0.131,0.016,0.141,0.093,0.435,0.14,3.4070001
30:00.0,0.122,0.165,0.062,0.194,0.053,0.332,0.125,0.423,0.148,1.278
00:00.0,0.112,0.178,0.059,0.175,0.03,0.267,0.116,0.415,0.641,1.5140001
30:00.0,0.235,0.129,0.116,0.332,0,0.428,0.093,1.653,0.354,0.987
00:00.0,0.283,0.157,0.398,0.336,0,0.385,0.091,0.373,0.341,1.038
30:00.0,0.472,0.08,0.266,0.251,0.001,0.48,0.14,0.416,0.316,1.1160001
00:00.0,0.283,0.091,0.236,0.219,0.054,0.584,0.199,0.52,0.307,1.423
30:00.0,1.187,0.151,0.205,0.365,0.052,0.602,0.247,0.388,0.366,1.647
00:00.0,0.235,0.08,0.202,0.298,0.002,0.626,0.842,0.447,0.463,1.393
30:00.0,0.232,0.273,0.203,0.326,0,0.766,0.79,2.1619999,0.496,1.6390001
00:00.0,0.219,0.162,0.177,0.363,0,0.787,0.809,1.073,0.266,3.27
30:00.0,0.249,0.164,0.183,0.294,0.017,0.705,0.374,1.256,0.334,2.3629999
00:00.0,0.205,0.155,0.165,0.217,0.053,0.63,0.423,0.815,0.321,1.0549999
30:00.0,0.271,0.159,0.164,0.216,0.031,0.37,0.217,0.664,0.453,3.1630001
00:00.0,0.263,0.093,0.321,0.329,0,0.106,0.192,0.579,0.294,1.0369999
30:00.0,0.253,0.098,0.201,0.174,0,0.049,0.221,0.505,0.306,1.184
00:00.0,0.248,0.147,0.145,0.194,0,0.056,0.214,0.479,0.305,0.914
30:00.0,0.335,1.9400001,0.079,0.106,0.054,0.053,0.183,0.224,0.15,1.243
00:00.0,0.29,1.857,0.075,0.081,0.045,0.049,0.091,0.209,0.087,0.299
30:00.0,0.205,1.967,0.068,0.079,0,0.057,0.094,0.21,0.061,0.247
00:00.0,0.153,2.017,0.067,0.05,0,0.052,0.052,1.473,0.06,0.291
30:00.0,0.079,2.135,0.054,0.089,0,0.055,0.048,0.206,0.06,0.229
00:00.0,0.124,2.1170001,0.06,0.073,0.041,0.057,0.078,0.278,0.061,0.203
30:00.0,0.076,2.174,0.074,0.05,0.053,0.052,0.07,0.268,0.06,0.176
00:00.0,0.121,2.2780001,0.097,0.136,0.018,0.048,0.048,0.24,0.06,0.17
30:00.0,0.074,2.404,0.067,0.09,0,0.089,0.047,0.207,0.059,0.201
00:00.0,0.119,2.3670001,0.045,0.111,0,0.049,0.093,1.403,0.047,0.215
30:00.0,0.074,2.3299999,0.042,0.11,0,0.091,0.051,0.201,0.021,0.24
00:00.0,0.119,2.359,0.076,0.09,0.04,0.185,0.047,0.206,0.02,0.891
30:00.0,0.074,2.263,0.071,0.05,0.053,0.14,0.173,0.242,0.021,1.031
00:00.0,0.116,1.7539999,0.096,0.119,0.011,0.278,0.433,0.497,0.049,0.252
30:00.0,0.077,0.175,0.04,0.094,0,1.029,0.182,0.383,0.089,0.178
00:00.0,0.11,0.209,0.038,0.057,0,0.664,0.059,1.575,0.127,1.076
30:00.0,0.101,0.39,0.202,0.111,0.006,0.21,0.085,0.604,0.135,1.9529999
00:00.0,0.237,0.269,0.148,0.385,0.053,0.296,0.059,0.518,0.132,0.483
30:00.0,0.161,0.247,0.674,0.304,0.043,0.245,0.254,0.478,0.284,0.224
00:00.0,0.575,0.159,0.84,0.223,0,0.231,0.195,0.506,0.109,0.264
30:00.0,0.263,0.068,0.157,0.173,0,0.272,0.178,0.544,0.157,0.178
00:00.0,0.488,0.089,0.104,0.173,0,0.199,0.156,0.552,0.165,0.215
30:00.0,0.326,0.098,0.244,0.182,0.028,0.118,0.155,0.485,0.176,0.386
00:00.0,0.311,0.112,0.496,0.261,0.053,0.296,0.188,0.495,0.675,0.274
30:00.0,0.192,0.308,0.322,0.603,0.011,0.174,0.153,0.286,0.174,0.242
00:00.0,1.112,0.232,0.74,0.801,0,0.256,0.143,0.296,0.151,0.219
30:00.0,1.39,0.274,1.207,0.148,0,0.129,0.157,0.294,0.238,0.194
00:00.0,1.4220001,0.261,0.163,0.202,0.011,0.117,0.167,1.562,0.289,0.172
30:00.0,0.172,0.268,0.207,0.175,0.053,0.112,0.3,0.349,0.147,0.906
00:00.0,0.198,0.159,0.139,0.099,0.037,0.135,0.24,0.32,0.112,1.4579999
30:00.0,0.149,0.084,0.172,0.146,0,0.12,0.177,0.295,0.199,1.109
00:00.0,0.195,0.112,0.102,0.286,0,0.112,0.128,0.402,0.604,1.716
30:00.0,0.155,0.073,0.087,0.152,0,0.351,0.114,0.309,0.711,2.142
00:00.0,0.186,0.128,0.144,0.259,0.041,0.459,0.164,1.467,0.292,1.301
30:00.0,0.22,0.129,0.166,0.228,0.052,0.653,0.124,0.337,0.38,1.0829999
00:00.0,0.315,0.075,0.153,0.307,0.014,0.723,0.113,0.425,0.323,2.3699999
30:00.0,0.283,0.141,0.095,0.347,0,1.3200001,0.312,0.518,0.36,1.737
00:00.0,0.25,0.298,0.085,0.236,0,0.687,0.291,0.52,0.328,3.635
30:00.0,0.27,0.275,0.111,0.262,0,0.857,0.701,1.28,0.124,2.0320001
00:00.0,0.316,0.234,0.148,0.267,0.047,0.378,0.707,1.804,0.232,2.3299999
30:00.0,1.193,0.209,0.133,0.196,0.052,0.375,0.768,1.926,0.46,1.135
00:00.0,0.271,0.206,0.154,0.204,0.002,0.383,0.414,1.808,0.359,1.372
30:00.0,0.24,0.189,0.106,0.268,0,0.588,0.352,0.567,0.201,0.896
00:00.0,0.274,0.178,0.086,0.214,0,0.389,0.276,0.597,0.276,0.628
30:00.0,0.242,0.121,0.133,0.183,0.014,0.436,0.224,0.579,0.467,0.76
00:00.0,0.266,0.155,0.133,0.346,0.053,0.468,0.211,0.463,0.44,1.249
30:00.0,0.241,0.133,0.123,0.169,0.034,0.329,0.261,0.438,0.763,1.0549999
00:00.0,0.218,0.15,0.132,0.153,0,0.167,0.178,0.414,0.672,0.485
30:00.0,0.252,2.029,0.107,0.179,0,0.053,0.064,0.206,0.46,0.363
00:00.0,0.236,1.9119999,0.069,0.074,0,0.053,0.077,0.226,0.058,0.236
30:00.0,0.251,1.875,0.097,0.053,0.044,0.056,0.07,0.273,0.058,0.294
00:00.0,0.212,1.973,0.067,0.091,0.052,0.051,0.049,1.521,0.058,0.243
30:00.0,0.246,2.0209999,0.044,0.071,0.007,0.052,0.058,0.205,0.058,0.453
00:00.0,0.171,2.0610001,0.068,0.05,0,0.056,0.088,0.203,0.057,0.338
30:00.0,0.101,2.1159999,0.066,0.092,0,0.05,0.048,0.21,0.058,0.244
00:00.0,0.116,2.201,0.072,0.077,0.017,0.052,0.048,0.204,0.057,0.203
30:00.0,0.079,2.2690001,0.085,0.049,0.052,0.056,0.081,0.213,0.057,0.22
00:00.0,0.117,2.358,0.032,0.104,0.03,0.048,0.066,1.487,0.057,0.217
30:00.0,0.075,2.319,0.055,0.059,0,0.257,0.048,0.266,0.056,0.214
00:00.0,0.117,2.302,0.105,0.077,0,0.075,0.049,0.233,0.051,0.188
30:00.0,0.074,2.2820001,0.067,0.129,0,0.086,0.201,0.218,0.019,0.217
00:00.0,0.115,2.46,0.057,0.057,0.037,0.112,0.372,0.303,0.048,0.25
30:00.0,0.08,1.249,0.044,0.078,0.053,0.281,0.166,0.988,0.088,1.72
00:00.0,0.106,0.105,0.059,0.128,0.01,0.215,0.146,1.674,0.086,1.118
30:00.0,0.087,0.07,0.073,0.075,0,0.235,0.133,0.643,0.086,1.189
00:00.0,0.173,0.046,0.244,0.278,0,0.21,0.118,0.709,0.299,0.395
30:00.0,0.118,0.233,0.17,0.444,0,0.072,0.118,0.608,0.191,0.745
00:00.0,0.445,0.273,0.519,0.158,0.045,0.104,0.162,0.556,0.136,0.232
30:00.0,0.341,0.207,0.299,0.167,0.052,0.309,0.221,0.522,0.136,0.602
00:00.0,0.181,0.217,0.125,0.105,0.006,0.144,0.182,0.514,0.124,0.741
30:00.0,0.151,0.242,0.877,0.211,0,0.167,0.178,0.698,0.114,0.904
00:00.0,0.109,0.17,0.515,0.221,0,0.115,0.161,0.798,0.075,0.724
30:00.0,0.12,0.255,0.612,0.767,0,0.113,0.134,1.0549999,0.377,0.465
00:00.0,0.078,0.383,0.253,0.813,0.052,0.099,0.116,0.441,0.449,0.238
30:00.0,0.529,0.175,0.144,0.171,0.051,0.095,0.158,1.965,0.351,0.527
00:00.0,0.249,0.224,0.122,0.189,0.002,0.115,0.132,0.392,0.334,0.327
30:00.0,0.115,0.167,0.164,0.118,0,0.117,0.12,0.488,0.383,0.518
00:00.0,0.117,0.167,0.179,0.112,0,0.12,0.131,0.455,0.262,1.229
30:00.0,0.112,0.153,0.169,0.069,0.017,0.119,0.276,0.409,0.585,1.626
00:00.0,0.085,0.067,0.145,0.255,0.053,0.109,0.2,0.43,0.731,2.434
30:00.0,0.136,0.081,0.11,0.18,0.031,0.476,0.796,1.557,0.33,2.1210001
00:00.0,0.097,0.106,0.084,0.167,0,0.293,0.278,0.421,0.262,0.828
30:00.0,0.095,0.115,0.113,0.264,0,0.273,0.684,0.383,0.17,2.059
00:00.0,0.19,0.109,0.18,0.345,0,1.271,1.0319999,0.371,0.269,4.1040001
30:00.0,0.306,0.121,0.233,0.224,0.043,0.786,1.5549999,0.315,0.237,1.022
00:00.0,0.424,0.11,1.079,0.246,0.051,0.332,1.353,0.346,0.218,0.814
30:00.0,0.227,0.122,0.857,0.203,0.002,0.45,0.29,1.494,0.141,1.806
00:00.0,1.016,0.193,0.2,0.244,0,0.591,0.754,0.44,0.216,2.7690001
30:00.0,0.271,0.452,0.266,0.228,0,0.457,0.864,0.761,0.545,1.84
00:00.0,0.241,0.202,0.401,0.207,0.021,0.143,0.482,0.543,1.225,0.994
30:00.0,0.253,0.2,0.344,0.253,0.053,0.147,0.369,0.618,0.446,1.23
00:00.0,0.252,0.239,0.226,0.2,0.026,0.109,0.245,0.638,0.391,0.867
30:00.0,0.268,0.275,0.273,0.333,0,0.101,0.237,0.549,0.45,1.774
00:00.0,0.239,0.135,0.24,0.209,0,0.053,0.191,0.542,0.652,1.424
30:00.0,0.266,0.143,0.179,0.228,0,0.055,0.251,0.475,0.702,0.731
00:00.0,0.201,0.143,0.211,0.193,0.049,0.054,0.213,0.454,0.647,1.347
30:00.0,0.249,3.148,0.092,0.13,0.05,0.049,0.137,0.21,0.17,0.73
00:00.0,0.22,3.1099999,0.066,0.072,0,0.057,0.075,1.4069999,0.072,0.543
30:00.0,0.247,3.181,0.066,0.051,0,0.052,0.073,0.21,0.059,0.495
00:00.0,0.239,3.2520001,0.036,0.094,0,0.048,0.048,0.226,0.058,0.258
30:00.0,0.231,3.2820001,0.033,0.067,0.015,0.086,0.059,0.239,0.059,0.294
00:00.0,0.254,3.391,0.118,0.05,0.053,0.045,0.088,0.269,0.059,0.184
30:00.0,0.218,3.575,0.085,0.097,0.036,0.051,0.048,0.24,0.058,0.168
00:00.0,0.26,2.628,0.067,0.07,0,0.071,0.049,1.3329999,0.058,0.178
30:00.0,0.165,2.694,0.05,0.051,0,0.226,0.085,0.205,0.061,0.24
00:00.0,0.129,2.302,0.032,0.1,0,0.102,0.062,0.212,0.057,0.245
30:00.0,0.087,2.244,0.052,0.059,0.029,0.168,0.048,0.204,0.057,0.182
00:00.0,0.108,2.6010001,0.116,0.078,0.053,0.049,0.059,0.225,0.057,0.442
30:00.0,0.099,2.329,0.091,0.104,0.025,0.068,0.199,0.279,0.057,0.23
00:00.0,0.094,2.2390001,0.052,0.082,0,0.255,0.374,1.617,0.085,0.267
30:00.0,0.11,0.156,0.031,0.07,0,0.223,0.191,0.42,0.124,0.813
00:00.0,0.079,0.279,0.036,0.124,0,0.276,0.097,0.403,0.429,1.956
30:00.0,0.115,0.331,0.155,0.349,0.013,0.28,0.057,0.476,0.278,2.438
00:00.0,0.072,0.271,0.892,0.296,0.052,0.19,0.047,0.492,0.196,1.117
30:00.0,0.173,0.196,0.861,0.108,0.047,0.178,0.124,0.482,0.057,0.166
00:00.0,0.111,0.206,0.112,0.106,0,0.397,0.786,0.585,0.169,0.175
30:00.0,0.113,0.242,0.092,0.074,0,0.266,0.207,0.588,0.191,0.245
00:00.0,0.113,0.296,0.095,0.111,0,0.381,1.115,0.533,0.538,0.533
30:00.0,0.213,0.337,0.116,0.11,0,0.256,0.138,1.051,0.518,0.221
00:00.0,0.524,0.316,0.068,0.225,0.04,0.254,0.088,0.821,0.605,0.236
30:00.0,0.517,0.219,0.09,0.342,0.052,0.268,0.07,0.277,0.742,0.429
00:00.0,0.344,0.333,0.075,1.011,0.018,0.326,0.072,0.279,0.395,2.2709999
30:00.0,0.218,0.566,0.091,0.197,0,0.229,0.117,0.278,0.173,0.727
00:00.0,0.163,0.442,0.105,0.23,0,0.088,0.076,0.334,0.192,0.237
30:00.0,0.142,0.211,0.094,0.213,0,0.094,0.073,0.338,0.184,0.259
00:00.0,0.151,0.113,0.067,0.2,0.033,0.086,1.245,1.558,0.124,0.292
30:00.0,0.338,0.158,0.086,0.179,0.052,0.098,0.656,0.279,0.14,0.986
00:00.0,0.357,0.127,0.087,0.242,0.02,0.114,0.191,0.283,0.177,1.408
30:00.0,0.529,0.066,0.092,0.194,0,0.22,0.238,0.284,0.11,1.551
00:00.0,0.236,0.108,0.434,0.231,0,0.276,0.206,0.292,0.327,4.5250001
30:00.0,0.325,0.081,0.531,0.221,0,0.519,0.276,0.333,0.328,3.1099999
00:00.0,0.587,0.159,0.299,0.387,0.016,0.617,0.199,1.549,0.214,2.171
30:00.0,0.511,0.168,0.198,0.227,0.052,0.765,0.193,0.414,0.259,1.098
00:00.0,0.499,0.114,1.293,0.218,0.041,0.614,0.222,0.945,0.332,1.687
30:00.0,0.535,0.766,0.308,0.262,0,0.398,0.291,1.666,0.516,2.2060001
00:00.0,1.358,0.252,0.242,0.213,0,0.299,0.295,1.9450001,0.401,0.807
30:00.0,0.494,0.231,0.235,0.227,0,0.463,0.422,1.515,0.488,0.764
00:00.0,0.475,0.215,0.305,0.252,0.01,0.313,0.426,0.514,0.335,0.914
30:00.0,0.512,0.316,0.413,0.221,0.052,0.348,0.364,1.1440001,0.441,0.805
00:00.0,0.928,0.121,0.209,0.232,0.043,0.413,0.459,0.824,0.277,1.141
30:00.0,1.3,0.161,0.216,0.265,0,0.428,0.273,1.357,0.568,0.496
00:00.0,1.2460001,0.183,0.3,0.259,0,0.349,0.32,0.566,0.736,0.584
30:00.0,0.733,0.124,0.164,0.21,0,0.624,0.31,0.53,0.53,1.271
00:00.0,0.183,0.15,0.147,0.174,0.009,0.42,0.237,0.528,0.256,0.753
30:00.0,0.186,3.0769999,0.108,0.091,0.052,0.366,0.169,0.252,0.159,0.598
00:00.0,0.171,3.0910001,0.09,0.102,0.043,0.086,0.082,0.233,0.145,0.56
30:00.0,0.159,3.1570001,0.109,0.061,0,0.054,0.078,0.277,0.078,0.502
00:00.0,0.172,3.3199999,0.06,0.06,0,0.05,0.049,1.556,0.06,0.372
30:00.0,0.113,3.421,0.032,0.109,0,0.057,0.047,0.306,0.059,0.251
00:00.0,0.118,2.1900001,0.059,0.056,0.007,0.051,0.091,0.262,0.058,0.2
30:00.0,0.077,2.2550001,0.093,0.059,0.052,0.052,0.056,0.249,0.058,0.252
00:00.0,0.119,2.813,0.111,0.107,0.042,0.058,0.045,0.249,0.059,0.264
30:00.0,0.075,2.349,0.073,0.134,0,0.05,0.061,0.243,0.058,0.232
00:00.0,0.118,2.3929999,0.032,0.069,0,0.053,0.085,1.413,0.058,0.217
30:00.0,0.074,2.7420001,0.055,0.115,0,0.08,0.045,0.306,0.058,0.274
00:00.0,0.117,2.372,0.068,0.106,0,0.083,0.046,0.302,0.062,0.24
30:00.0,0.074,2.471,0.064,0.069,0.04,0.104,0.069,0.296,0.058,0.378
00:00.0,0.116,2.6960001,0.084,0.064,0.052,0.409,0.076,0.401,0.086,0.583
30:00.0,0.074,0.095,0.054,0.133,0.021,0.107,0.046,0.33,0.127,0.374
00:00.0,0.115,0.103,0.069,0.071,0,0.25,0.045,1.503,0.125,1.4
30:00.0,0.074,0.109,0.133,0.058,0,0.218,0.066,0.611,0.174,1.1569999
00:00.0,0.114,0.126,0.199,0.265,0,0.377,0.12,0.672,0.377,0.442
30:00.0,0.093,0.305,0.16,0.613,0.016,0.313,0.118,0.564,0.349,0.267
00:00.0,0.175,0.253,1.081,0.226,0.052,0.226,0.306,0.531,0.3,0.279
30:00.0,0.94,0.21,0.36,0.239,0.04,0.146,0.226,0.485,0.287,0.224
00:00.0,1.311,0.257,0.264,0.181,0,0.195,0.22,0.473,0.307,0.282
30:00.0,1.461,0.234,0.091,0.249,0,0.226,0.171,0.482,0.289,0.362
00:00.0,1.21,0.207,0.059,0.198,0,0.161,0.141,0.473,0.393,1.0369999
30:00.0,0.737,0.224,0.103,0.135,0.003,0.153,0.176,0.275,0.219,2.0409999
00:00.0,1.087,0.66,0.254,0.557,0.053,0.194,0.165,0.908,0.231,1.212
30:00.0,0.394,0.71,0.143,0.204,0.045,0.155,0.166,0.385,0.47,2.474
00:00.0,0.141,0.528,0.143,0.167,0,0.238,0.488,1.753,0.25,3.427
30:00.0,0.187,0.213,0.055,0.186,0,0.429,0.221,0.456,0.299,1.3710001
00:00.0,0.143,0.214,0.103,0.185,0,0.308,0.174,0.346,0.19,0.818
30:00.0,0.184,0.14,0.108,0.138,0,0.388,0.168,0.432,0.31,1.024
