DateTime,Meter 01,Meter 02,Meter 03,Meter 04,Meter 05,Meter 06,Meter 07,Meter 08,Meter 09,Meter 010
00:00.0,0.106,0.105,0.178,0.299,0,0.328,0.065,0.553,0.173,0.401
30:00.0,0.229,0.075,0.164,0.253,0,0.512,0.096,0.518,0.312,1.638
00:00.0,0.248,0.134,0.164,0.35,0.028,0.423,0.067,0.468,1.117,1.2869999
30:00.0,0.362,0.125,1.235,0.203,0.054,0.384,0.051,1.322,0.481,0.69
00:00.0,0.395,0.151,1.199,0.257,0.05,0.365,0.051,0.856,0.297,0.811
30:00.0,0.431,0.108,0.217,0.199,0.017,0.377,0.078,0.687,0.48,1.527
00:00.0,1.068,0.075,0.271,0.287,0,0.375,0.086,0.498,0.367,3.7809999
30:00.0,0.225,0.152,0.241,0.267,0,0.435,0.051,0.968,0.493,1.706
00:00.0,0.231,0.081,0.4,0.147,0,0.35,0.051,0.87,0.465,1.263
30:00.0,0.518,0.046,0.25,0.154,0.044,0.342,0.061,0.603,0.46,1.197
00:00.0,0.589,0.065,0.239,0.104,0.052,0.306,0.095,1.2079999,0.54,0.887
30:00.0,0.441,0.052,0.36,0.144,0.028,0.375,0.057,0.542,0.288,0.734
00:00.0,0.497,0.121,0.165,0.293,0,0.383,0.051,0.594,0.267,0.813
30:00.0,0.444,0.076,0.058,0.222,0,0.387,0.05,1.441,0.984,0.934
00:00.0,0.445,0.065,0.055,0.12,0,0.382,0.089,0.574,0.536,1.0880001
30:00.0,0.413,2.5220001,0.054,0.062,0.052,0.375,0.072,0.52,0.051,0.483
00:00.0,0.424,2.6559999,0.052,0.091,0.051,0.379,0.05,0.302,0.052,1.067
30:00.0,0.417,2.733,0.084,0.049,0.035,0.386,0.051,0.288,0.052,0.341
00:00.0,0.409,1.52,0.06,0.114,0,0.378,0.07,0.294,0.052,0.307
30:00.0,0.24,1.858,0.043,0.091,0,0.37,0.089,0.257,0.051,0.165
00:00.0,0.1,1.524,0.043,0.119,0,0.374,0.051,0.289,0.051,0.194
30:00.0,0.126,1.853,0.058,0.131,0.043,0.064,0.05,1.179,0.051,0.215
00:00.0,0.076,1.546,0.056,0.054,0.053,0.253,0.05,0.496,0.051,0.172
30:00.0,0.128,1.5039999,0.087,0.106,0.05,0.336,0.094,0.296,0.05,0.142
00:00.0,0.073,1.789,0.051,0.078,0,0.183,0.139,0.263,0.096,0.168
30:00.0,0.126,1.507,0.046,0.066,0,0.29,0.124,0.282,0.102,0.199
00:00.0,0.078,1.454,0.05,0.102,0,0.288,0.068,0.277,0.068,0.175
30:00.0,0.12,1.71,0.058,0.055,0.017,0.43,0.078,1.159,0.041,0.144
00:00.0,0.087,1.447,0.068,0.083,0.055,0.355,0.082,0.469,0.013,0.433
30:00.0,0.108,0.095,0.062,0.08,0.05,0.316,0.051,0.318,0.058,0.355
00:00.0,0.095,0.081,0.073,0.047,0.025,0.301,0.05,0.715,0.203,0.267
30:00.0,0.1,0.052,0.275,0.108,0,0.316,0.063,0.443,0.137,2.23
00:00.0,0.157,0.189,0.107,0.192,0,0.34,0.094,0.783,0.656,1.324
30:00.0,0.121,0.1,0.568,0.656,0,0.185,0.054,0.708,0.818,1.455
00:00.0,0.539,0.158,0.428,0.461,0.041,0.194,0.051,0.717,0.12,0.276
30:00.0,0.328,0.108,0.129,0.122,0.052,0.273,0.051,1.887,0.507,0.287
00:00.0,0.348,0.096,0.248,0.286,0.022,0.176,0.094,1.4630001,0.119,0.506
30:00.0,0.622,0.318,0.529,0.137,0,0.18,0.069,0.966,0.085,0.715
00:00.0,0.312,0.123,0.28,0.701,0,0.177,0.051,0.826,0.102,0.631
30:00.0,0.132,0.154,0.147,0.67,0.009,0.323,0.051,0.616,0.086,0.308
00:00.0,0.117,0.074,0.208,0.459,0.054,0.196,0.077,0.505,0.213,0.2
30:00.0,0.133,0.095,0.254,0.242,0.051,0.158,0.086,0.623,0.411,0.231
00:00.0,0.104,0.054,0.171,0.158,0.033,0.173,0.05,0.499,0.179,0.469
30:00.0,0.147,0.097,0.143,0.157,0,0.283,0.05,0.607,0.141,1.363
00:00.0,0.094,0.067,0.132,0.125,0,0.176,0.053,1.473,0.074,0.368
30:00.0,0.154,0.039,0.147,0.118,0,0.18,0.096,0.76,0.086,0.392
00:00.0,0.085,0.068,0.13,0.343,0.033,0.197,0.14,0.467,0.598,0.412
30:00.0,0.162,0.065,0.107,0.25,0.054,0.339,0.125,0.65,0.366,0.282
00:00.0,0.076,0.096,0.114,0.236,0.049,0.349,0.065,0.573,0.441,0.734
30:00.0,0.229,0.063,0.072,0.286,0.015,0.621,0.081,0.598,0.445,0.475
00:00.0,0.233,0.141,0.045,0.431,0,0.56,0.084,1.415,0.391,0.801
30:00.0,0.253,0.658,0.099,0.213,0,0.489,0.051,0.649,0.458,1.847
00:00.0,0.362,0.117,0.092,0.241,0,0.45,0.051,0.406,0.633,1.66
30:00.0,0.406,0.116,0.087,0.226,0.052,0.588,0.065,0.436,0.375,0.667
00:00.0,1.4400001,0.082,0.113,0.204,0.052,0.334,0.095,0.438,0.391,0.906
30:00.0,0.395,0.067,0.12,0.261,0.05,0.274,0.056,0.414,0.587,2.3570001
00:00.0,0.448,0.114,0.137,0.205,0.005,0.423,0.05,0.567,0.363,0.935
30:00.0,0.461,0.067,0.32,0.197,0,0.456,0.051,1.839,0.299,0.667
00:00.0,0.491,0.186,0.377,0.23,0,0.406,0.089,0.726,0.535,0.574
30:00.0,0.47,0.083,0.28,0.207,0.009,0.156,0.075,0.902,0.367,0.592
00:00.0,0.481,0.083,0.193,0.329,0.055,0.384,0.051,1.923,0.082,0.625
30:00.0,0.487,0.07,0.133,0.188,0.051,0.37,0.05,1.474,0.053,0.877
00:00.0,0.468,0.028,0.107,0.101,0.045,0.396,0.07,0.583,0.053,2.0580001
30:00.0,0.48,2.563,0.101,0.086,0,0.368,0.093,0.48,0.052,1.313
00:00.0,0.434,2.573,0.074,0.073,0,0.38,0.051,0.329,0.023,0.486
30:00.0,0.316,2.605,0.024,0.045,0,0.387,0.051,0.313,0.016,0.208
00:00.0,0.092,1.4680001,0.018,0.089,0.019,0.184,0.05,0.272,0.016,0.168
30:00.0,0.139,1.863,0.038,0.062,0.054,0.052,0.094,0.308,0.059,0.194
00:00.0,0.086,1.571,0.085,0.063,0.051,0.054,0.067,0.293,0.056,0.258
30:00.0,0.13,1.573,0.063,0.106,0.037,0.039,0.05,1.193,0.054,0.441
00:00.0,0.096,1.978,0.089,0.056,0,0.061,0.05,0.503,0.054,0.203
30:00.0,0.209,1.627,0.081,0.083,0,0.332,0.073,0.274,0.053,0.161
00:00.0,0.161,1.545,0.021,0.077,0,0.516,0.16,0.302,0.053,0.215
30:00.0,0.113,1.7309999,0.047,0.046,0.026,0.529,0.123,0.301,0.099,0.234
00:00.0,0.104,1.517,0.048,0.108,0.054,0.458,0.069,0.267,0.067,0.172
30:00.0,0.117,1.668,0.054,0.044,0.05,0.369,0.052,0.312,0.695,0.16
00:00.0,0.099,3,0.053,0.123,0.023,0.337,0.097,1.1900001,0.463,0.194
30:00.0,0.116,0.156,0.059,0.089,0,0.285,0.063,0.603,0.508,1.531
00:00.0,0.097,0.191,0.079,0.115,0,0.081,0.05,0.481,0.641,1.776
30:00.0,0.161,0.118,0.332,0.436,0,0.261,0.051,0.412,1.128,1.848
00:00.0,0.113,0.081,0.125,0.363,0.045,0.119,0.083,0.639,0.999,1.2970001
30:00.0,0.497,0.193,0.648,0.111,0.053,0.126,0.078,0.72,0.576,0.759
00:00.0,0.325,0.128,0.227,0.094,0.05,0.093,0.051,0.676,0.237,0.457
30:00.0,0.095,0.117,0.139,0.081,0.007,0.134,0.05,0.683,0.153,0.636
00:00.0,0.128,0.255,0.147,0.115,0,0.191,0.065,0.724,0.115,0.571
30:00.0,0.08,0.219,0.152,0.185,0,0.121,0.093,1.5470001,0.052,1.112
00:00.0,0.161,0.152,0.148,0.161,0.008,0.116,0.054,0.678,0.054,0.397
30:00.0,0.077,0.102,0.176,0.541,0.055,0.123,0.05,0.515,0.054,0.619
00:00.0,0.135,0.074,0.109,0.929,0.051,0.128,0.051,0.455,0.054,0.643
30:00.0,0.727,0.127,0.08,0.176,0.045,0.162,0.09,0.488,0.437,0.269
00:00.0,0.551,0.307,0.055,0.138,0,0.26,0.07,0.472,0.112,0.463
30:00.0,0.352,0.167,0.053,0.149,0,0.093,0.051,0.454,0.102,0.337
00:00.0,0.4,0.107,0.074,0.136,0,0.143,0.051,1.4450001,0.124,0.271
30:00.0,0.35,0.033,0.067,0.113,0.023,0.093,0.072,0.73,0.111,0.302
00:00.0,0.199,0.066,0.099,0.302,0.055,0.123,0.163,0.431,0.07,1.6670001
30:00.0,0.287,0.095,0.09,0.129,0.049,0.351,0.125,0.444,0.056,0.739
00:00.0,0.306,0.053,0.048,0.179,0.006,0.761,0.065,0.74,0.084,1.278
30:00.0,0.246,0.073,0.118,0.173,0,1.075,0.054,0.645,0.493,0.93
00:00.0,0.208,0.035,0.203,0.351,0,1.059,0.095,0.91,1.4630001,0.492
30:00.0,0.261,0.161,0.239,0.252,0.024,1.0470001,0.064,1.2359999,0.831,1.592
00:00.0,0.221,0.16,0.374,0.213,0.054,0.437,0.051,0.488,0.516,0.974
30:00.0,0.25,0.096,0.25,0.243,0.049,0.269,0.051,0.612,0.365,2.1040001
00:00.0,0.235,0.478,0.353,0.212,0.015,0.34,0.083,0.561,0.385,1.022
30:00.0,0.238,0.201,0.424,0.238,0,0.362,0.079,1.566,0.361,0.694
00:00.0,0.222,0.117,0.227,0.23,0,0.358,0.051,1.895,0.407,0.725
30:00.0,0.755,0.137,0.277,0.274,0.01,0.622,0.051,1.714,0.247,0.312
00:00.0,1.582,0.077,0.238,0.208,0.055,0.396,0.066,0.618,0.405,1.176
30:00.0,1.535,0.104,0.375,0.219,0.051,0.365,0.093,0.611,0.357,0.454
00:00.0,1.595,0.108,0.157,0.37,0.039,0.375,0.054,0.617,0.251,0.486
30:00.0,1.114,0.08,0.1,0.154,0,0.382,0.051,0.583,0.154,0.458
00:00.0,0.54,0.055,0.059,0.136,0,0.385,0.05,0.575,0.154,0.712
30:00.0,0.501,1.293,0.102,0.066,0,0.375,0.092,0.535,0.156,1.825
00:00.0,0.542,1.2819999,0.082,0.045,0.029,0.378,0.07,0.328,0.379,0.632
30:00.0,0.513,1.405,0.054,0.091,0.054,0.387,0.051,0.288,0.117,0.385
00:00.0,0.405,0.2,0.053,0.069,0.041,0.379,0.05,0.294,0.102,1.013
30:00.0,0.129,0.396,0.067,0.049,0,0.371,0.07,0.264,0.103,0.254
00:00.0,0.111,0.073,0.089,0.107,0,0.385,0.093,1.247,0.104,0.208
30:00.0,0.114,0.122,0.122,0.068,0,0.392,0.051,0.483,0.102,0.186
00:00.0,0.092,0.332,0.084,0.059,0.04,0.353,0.051,0.259,0.083,0.251
30:00.0,0.121,0.1,0.056,0.118,0.053,0.45,0.051,0.292,0.065,0.285
00:00.0,0.081,0.325,0.055,0.057,0.05,0.403,0.17,0.265,0.065,0.236
30:00.0,0.128,0.066,0.027,0.069,0.017,0.362,0.144,0.275,0.694,0.203
00:00.0,0.073,0.058,0.049,0.093,0,0.368,0.07,0.291,0.933,0.182
30:00.0,0.128,0.414,0.049,0.045,0,0.357,0.05,1.169,1.117,0.203
00:00.0,0.073,0.056,0.069,0.091,0,0.356,0.077,0.649,0.266,0.286
30:00.0,0.126,0.029,0.226,0.059,0.051,0.355,0.087,0.333,0.541,0.277
00:00.0,0.077,0.068,0.201,0.073,0.053,0.354,0.051,0.499,0.395,0.193
30:00.0,0.121,0.076,0.774,0.097,0.049,0.227,0.051,0.441,0.336,0.275
00:00.0,0.085,0.21,0.844,0.128,0,0.128,0.062,0.468,0.228,1.277
30:00.0,0.11,0.129,0.857,0.436,0,0.132,0.094,0.557,0.845,0.83
00:00.0,0.242,0.078,0.909,0.211,0,0.133,0.058,0.548,0.881,2.845
30:00.0,0.145,0.077,0.946,0.084,0.014,0.108,0.05,0.558,0.687,0.907
00:00.0,0.42,0.11,0.918,0.125,0.055,0.276,0.051,0.926,0.23,0.221
30:00.0,0.181,0.069,0.911,0.188,0.049,0.094,0.091,1.107,0.147,0.229
00:00.0,0.936,0.108,0.87,0.293,0.023,0.128,0.073,0.542,0.063,1.062
30:00.0,0.526,0.089,1.161,0.16,0,0.111,0.051,0.406,0.176,0.516
00:00.0,0.171,0.104,1.209,0.67,0,0.124,0.051,0.365,0.106,0.339
30:00.0,0.405,0.141,0.923,0.179,0,0.113,0.074,0.303,0.059,0.288
00:00.0,0.339,0.043,0.987,0.131,0.05,0.185,0.09,0.339,0.072,0.461
30:00.0,0.596,0.064,1.156,0.144,0.051,0.139,0.051,0.348,0.159,1.043
00:00.0,0.464,0.053,1.0039999,0.161,0.029,0.292,0.051,1.278,0.23,0.392
30:00.0,0.385,0.062,1.223,0.11,0,0.116,0.05,1.102,0.134,0.366
00:00.0,0.229,0.113,0.573,0.264,0,0.282,0.166,0.755,0.119,0.379
30:00.0,0.291,0.03,0.437,0.168,0,0.294,0.141,0.322,0.134,0.459
00:00.0,0.491,0.044,0.398,0.147,0.052,0.279,0.064,0.604,0.201,0.482
30:00.0,0.736,0.059,0.264,0.225,0.052,0.156,0.051,0.85,0.558,0.827
00:00.0,0.889,0.068,0.176,0.406,0.049,0.134,0.077,0.331,0.38,0.785
30:00.0,0.617,0.722,0.193,0.206,0.007,0.135,0.085,1.2970001,0.518,0.998
00:00.0,0.512,0.603,0.91,0.23,0,0.146,0.051,0.955,0.791,0.905
30:00.0,1.087,0.079,0.711,0.219,0,0.184,0.051,0.44,0.629,0.912
00:00.0,0.94,0.117,0.202,0.195,0.008,0.353,0.058,0.432,0.703,1.717
30:00.0,0.398,0.116,0.553,0.243,0.054,0.394,0.095,0.492,0.884,1.2539999
00:00.0,0.454,0.077,0.224,0.202,0.05,0.384,0.062,0.771,0.652,0.722
30:00.0,0.312,0.057,0.493,0.209,0.018,0.391,0.051,0.605,0.255,0.805
00:00.0,0.329,0.03,0.574,0.24,0,0.371,0.051,0.649,0.34,0.826
30:00.0,0.343,0.065,0.396,0.183,0,0.337,0.084,1.3200001,1.258,1.261
00:00.0,0.345,0.087,0.227,0.346,0.013,0.175,0.078,0.923,1.024,1.174
30:00.0,0.319,0.054,0.101,0.205,0.054,0.045,0.051,0.59,0.96,0.598
00:00.0,0.415,0.069,0.018,0.105,0.051,0.071,0.051,0.572,0.896,0.407
30:00.0,0.29,1.251,0.051,0.078,0.043,0.047,0.065,0.515,0.906,0.439
00:00.0,0.291,1.251,0.058,0.095,0,0.046,0.094,0.347,0.913,0.607
30:00.0,0.235,0.568,0.082,0.049,0,0.051,0.054,0.288,0.916,1.091
00:00.0,0.261,0.051,0.07,0.081,0,0.042,0.05,0.239,0.917,0.387
30:00.0,0.133,0.405,0.081,0.14,0.026,0.05,0.051,0.274,0.902,0.304
00:00.0,0.118,0.058,0.042,0.11,0.055,0.047,0.083,1.235,0.9,0.957
30:00.0,0.108,0.327,0.025,0.117,0.05,0.065,0.079,0.37,0.905,0.198
00:00.0,0.11,0.106,0.076,0.077,0.026,0.516,0.051,0.287,0.313,0.152
30:00.0,0.106,0.167,0.071,0.052,0,1.244,0.051,0.259,0.102,0.147
00:00.0,0.108,0.218,0.056,0.111,0,1.067,0.137,0.241,0.11,0.243
30:00.0,0.103,0.072,0.059,0.064,0,1.096,0.168,0.285,0.17,0.212
00:00.0,0.109,0.3,0.056,0.057,0.041,1.187,0.076,1.2690001,0.094,0.176
30:00.0,0.099,0.076,0.036,0.109,0.053,1.596,0.051,0.341,0.064,0.165
00:00.0,0.113,0.095,0.09,0.053,0.05,0.911,0.091,0.272,0.065,0.208
30:00.0,0.092,0.114,0.056,0.083,0.015,0.952,0.173,0.413,0.064,0.261
00:00.0,0.12,0.096,0.124,0.1,0,1.665,0.277,0.447,0.099,0.202
30:00.0,0.082,0.113,0.15,0.068,0,0.901,0.133,0.481,0.105,0.17
00:00.0,0.169,0.193,0.464,0.119,0,0.46,0.146,1.531,0.107,0.257
30:00.0,0.214,0.173,0.258,0.193,0.051,0.44,1.131,0.667,0.357,1.301
00:00.0,0.479,0.131,0.302,0.484,0.052,0.257,0.221,0.796,0.118,0.488
30:00.0,0.726,0.121,0.078,0.403,0.05,0.268,0.158,0.832,0.118,0.167
00:00.0,0.84,0.04,0.057,0.142,0.006,0.661,1.592,0.557,0.197,0.585
30:00.0,0.498,0.071,0.068,0.237,0,0.76,1.364,0.547,0.139,0.235
00:00.0,0.457,0.101,0.108,0.316,0,1.693,0.658,0.533,0.119,0.496
30:00.0,0.158,0.117,0.118,0.738,0.01,1.426,0.789,0.679,0.176,0.721
00:00.0,0.111,0.104,0.209,0.829,0.055,0.776,0.828,1.9,0.16,0.308
30:00.0,0.115,0.132,0.099,1.149,0.05,0.541,0.904,2.0550001,0.198,0.298
00:00.0,0.451,0.116,0.162,0.186,0.039,0.203,0.835,0.565,0.069,0.568
30:00.0,0.112,0.11,0.09,0.117,0,0.156,0.22,0.804,0.153,2.23
00:00.0,0.478,0.083,0.149,0.137,0,0.149,0.305,0.517,0.092,1.272
30:00.0,0.391,0.079,0.171,0.114,0,0.483,0.904,0.649,0.123,0.629
00:00.0,0.389,0.157,0.143,0.256,0.033,0.477,0.942,0.451,0.12,0.957
30:00.0,0.403,0.086,0.181,0.17,0.054,0.571,0.472,0.574,0.073,0.628
00:00.0,0.374,0.067,0.159,0.213,0.048,0.826,0.373,0.538,0.124,0.396
30:00.0,0.543,0.075,0.159,0.194,0.011,0.734,0.195,1.1390001,0.165,0.595
00:00.0,0.15,0.059,0.308,0.392,0,0.726,0.242,1.104,0.133,1.096
30:00.0,0.205,0.107,1,0.249,0,0.696,0.134,0.428,0.224,1.362
00:00.0,0.169,0.061,0.893,0.2,0.016,0.705,0.182,0.48,0.315,0.995
30:00.0,0.165,0.073,0.178,0.585,0.055,0.893,0.209,0.433,0.231,1.832
00:00.0,0.207,0.109,0.172,0.768,0.049,0.464,0.203,0.416,0.524,1.13
30:00.0,0.127,0.108,0.16,0.246,0.02,0.137,0.155,0.873,0.575,1.015
00:00.0,0.208,0.117,0.191,0.253,0,0.07,0.137,0.889,0.607,0.766
30:00.0,0.161,0.116,0.243,0.214,0,0.045,0.091,0.596,0.565,0.754
00:00.0,0.179,0.26,0.224,0.175,0.009,0.082,0.086,0.66,0.303,1.52
30:00.0,0.267,0.083,0.353,0.368,0.054,0.048,0.052,0.669,0.404,0.644
00:00.0,0.545,0.138,0.248,0.258,0.051,0.053,0.05,0.663,0.24,0.746
30:00.0,0.473,0.118,0.196,0.1,0.04,0.059,0.08,0.675,0.104,1.1799999
00:00.0,0.424,0.091,0.129,0.16,0,0.042,0.086,0.636,0.103,0.845
30:00.0,0.433,1.3430001,0.02,0.038,0,0.049,0.05,0.56,0.103,1.201
00:00.0,0.43,1.332,0.019,0.051,0,0.048,0.051,0.414,0.07,0.341
30:00.0,0.383,1.112,0.054,0.092,0.035,0.043,0.073,1.4170001,0.067,0.556
00:00.0,0.356,0.098,0.056,0.045,0.054,0.068,0.091,0.361,0.067,0.726
30:00.0,0.124,0.342,0.055,0.061,0.05,0.041,0.153,0.361,0.1,0.186
00:00.0,0.146,0.063,0.121,0.09,0.019,0.046,0.45,0.343,0.108,0.186
30:00.0,0.122,0.25,0.066,0.047,0,0.046,0.243,0.368,0.106,0.202
00:00.0,0.122,0.097,0.019,0.08,0,0.041,0.136,0.331,0.103,0.219
30:00.0,0.141,0.118,0.035,0.08,0,0.302,0.08,0.376,0.103,0.269
00:00.0,0.101,0.318,0.056,0.067,0.052,0.471,0.075,1.466,0.134,0.232
30:00.0,0.145,0.036,0.072,0.084,0.051,0.346,0.531,0.511,0.123,0.535
00:00.0,0.102,0.206,0.075,0.085,0.018,0.661,0.163,0.35,0.102,0.361
30:00.0,0.133,0.21,0.057,0.053,0,0.697,0.105,0.339,0.075,0.214
00:00.0,0.123,0.079,0.028,0.122,0,0.812,0.096,0.381,0.065,0.218
30:00.0,0.111,0.085,0.048,0.104,0.015,0.96,0.112,0.414,0.064,0.291
00:00.0,0.139,0.029,0.108,0.122,0.055,0.56,0.108,1.432,0.322,1.109
30:00.0,0.105,0.043,0.16,0.122,0.05,0.548,0.089,0.786,0.216,1.997
00:00.0,0.186,0.057,0.171,0.442,0.032,0.544,0.063,0.72,0.204,2
30:00.0,0.414,0.053,0.69,0.353,0,0.534,0.112,0.717,0.178,0.512
00:00.0,0.176,0.191,0.169,0.529,0,0.73,0.237,0.642,0.112,0.542
30:00.0,0.102,0.095,0.506,0.389,0,0.678,0.172,0.675,0.052,0.31
00:00.0,0.091,0.117,0.494,0.594,0.038,0.705,0.111,0.779,0.888,0.228
30:00.0,0.148,0.11,0.472,0.733,0.053,0.686,0.104,0.712,0.599,0.224
00:00.0,0.073,0.292,0.173,0.092,0.035,0.606,0.096,1.398,0.28,0.268
30:00.0,0.235,0.137,0.607,0.715,0,0.48,0.07,1.018,0.963,0.279
00:00.0,0.715,0.126,0.17,0.758,0,0.465,0.083,1.637,0.26,1.215
30:00.0,0.17,0.077,0.178,0.142,0,0.469,0.085,1.146,0.226,0.348
00:00.0,0.117,0.073,0.168,0.166,0.051,0.475,0.169,0.737,0.204,0.25
30:00.0,0.11,0.1,0.139,0.113,0.051,0.462,0.129,0.52,0.103,0.244
00:00.0,0.121,0.084,0.119,0.099,0.027,0.472,0.212,0.55,0.193,0.487
30:00.0,0.079,0.063,0.093,0.275,0,0.476,0.419,0.554,0.202,0.407
00:00.0,0.115,0.059,0.106,0.113,0,0.477,0.822,0.563,0.197,0.56
30:00.0,0.13,0.029,0.17,0.167,0.011,0.548,0.837,1.675,0.171,0.656
00:00.0,0.11,0.05,0.209,0.189,0.054,0.573,0.264,0.505,0.216,0.38
30:00.0,0.273,0.081,0.337,0.254,0.051,0.657,0.36,0.536,0.482,1.192
00:00.0,0.536,0.426,1.385,0.27,0.039,1.7869999,0.165,0.672,0.397,1.245
30:00.0,0.241,0.873,0.567,0.225,0,1.159,0.154,0.609,0.358,0.334
00:00.0,0.155,0.139,0.192,0.203,0,0.877,0.134,0.609,0.369,0.819
30:00.0,0.158,0.113,0.142,0.307,0,0.706,0.229,1.791,0.355,0.773
00:00.0,0.177,0.106,0.199,0.131,0.042,0.706,0.221,0.551,0.707,1.066
30:00.0,0.17,0.115,0.162,0.13,0.053,0.685,0.184,0.584,0.56,0.842
00:00.0,0.18,0.158,0.148,0.17,0.05,0.643,0.14,0.784,0.278,0.701
30:00.0,0.168,0.074,0.176,0.197,0.011,0.636,0.099,0.746,1.2309999,0.582
00:00.0,0.26,0.089,0.35,0.224,0,0.354,0.052,0.666,1.094,0.464
30:00.0,0.354,0.094,0.248,0.225,0,0.041,0.051,0.644,0.952,0.721
00:00.0,0.933,0.055,0.202,0.405,0.016,0.067,0.074,1.722,0.303,1.122
30:00.0,0.509,0.058,0.089,0.161,0.054,0.04,0.088,1.951,0.969,0.439
00:00.0,0.448,0.045,0.044,0.096,0.052,0.048,0.051,1.608,0.152,0.986
30:00.0,0.495,1.279,0.018,0.107,0.032,0.044,0.051,0.523,0.051,0.265
00:00.0,0.429,1.397,0.021,0.053,0,0.061,0.074,0.301,0.023,0.201
30:00.0,0.472,1.262,0.117,0.051,0,0.05,0.087,0.268,0.015,0.336
00:00.0,0.424,0.071,0.089,0.11,0,0.041,0.05,0.285,0.014,0.423
30:00.0,0.466,0.443,0.069,0.066,0.042,0.049,0.159,0.251,0.056,0.229
00:00.0,0.435,0.073,0.053,0.069,0.052,0.039,0.458,1.2410001,0.054,0.204
30:00.0,0.46,0.31,0.019,0.129,0.031,0.049,0.26,0.412,0.053,0.221
00:00.0,0.289,0.073,0.02,0.057,0,0.039,0.172,0.255,0.052,0.257
30:00.0,0.123,0.034,0.082,0.072,0,0.26,0.273,0.256,0.051,0.249
00:00.0,0.114,0.308,0.074,0.124,0,0.371,0.348,0.294,0.291,0.209
30:00.0,0.09,0.105,0.088,0.052,0.055,0.338,0.108,0.247,0.709,0.203
00:00.0,0.118,0.331,0.054,0.062,0.051,0.321,0.062,1.266,0.063,0.238
30:00.0,0.078,0.038,0.018,0.107,0.023,0.752,0.061,0.447,0.024,0.254
00:00.0,0.122,0.067,0.035,0.057,0,0.45,0.086,0.248,0.062,0.236
30:00.0,0.072,0.031,0.071,0.076,0,0.23,0.097,0.361,0.281,1.67
00:00.0,0.122,0.18,0.058,0.094,0.006,0.272,0.06,0.586,0.802,0.43
30:00.0,0.072,0.187,0.312,0.056,0.053,0.209,0.06,1.028,0.791,1.424
00:00.0,0.123,0.113,0.203,0.388,0.05,0.211,0.079,0.446,0.731,1.308
30:00.0,0.135,0.089,0.727,0.431,0.012,0.227,0.103,0.388,0.955,0.619
00:00.0,0.145,0.094,0.16,0.809,0,0.205,0.061,0.396,0.616,1.494
30:00.0,0.449,0.03,0.245,0.309,0,0.208,0.061,0.373,0.18,0.309
00:00.0,0.388,0.051,0.567,0.162,0.02,0.207,0.07,0.326,0.144,0.343
30:00.0,0.391,0.115,0.321,0.438,0.054,0.194,0.102,0.44,0.148,0.211
00:00.0,0.371,0.109,0.075,0.749,0.049,0.234,0.059,0.359,0.274,0.162
30:00.0,0.644,0.11,0.132,0.316,0.001,0.184,0.051,0.365,0.254,0.17
00:00.0,0.433,0.091,0.161,0.769,0,0.23,0.051,1.41,0.053,0.245
30:00.0,0.34,0.108,0.371,0.239,0,0.294,0.172,1.941,0.052,0.28
00:00.0,0.37,0.142,0.187,0.133,0.037,0.194,0.143,1.9220001,0.051,1.1210001
30:00.0,0.13,0.135,0.177,0.119,0.053,0.191,0.122,1.914,0.052,2.434
00:00.0,0.149,0.086,0.168,0.143,0.05,0.187,0.123,1.89,0.376,2.2349999
30:00.0,0.087,0.079,0.166,0.097,0.011,0.197,0.175,1.892,0.438,2.2079999
00:00.0,0.113,0.042,0.122,0.216,0,0.257,0.256,1.891,0.072,1.793
30:00.0,0.131,0.041,0.115,0.189,0,0.174,0.815,2.039,0.068,1.26
00:00.0,0.108,0.08,0.1,0.145,0.017,0.188,0.581,1.653,0.201,0.914
30:00.0,0.202,0.083,0.162,0.203,0.054,0.355,0.4,1.918,0.162,1.027
00:00.0,0.46,0.064,0.164,0.361,0.051,0.577,0.213,1.91,0.33,1.0779999
30:00.0,0.448,0.076,1.309,0.21,0.031,0.511,0.272,1.941,0.482,2.5250001
00:00.0,0.418,0.038,0.953,0.223,0,0.728,0.235,1.938,0.442,2.221
30:00.0,0.405,0.047,0.222,0.225,0,0.445,0.267,1.915,0.386,1.122
00:00.0,1.112,0.169,0.205,0.189,0,0.578,0.212,1.891,0.48,1.552
30:00.0,0.371,0.331,0.365,0.232,0.045,0.768,0.097,1.893,0.469,2.2219999
00:00.0,0.479,0.075,0.409,0.282,0.053,0.58,0.052,1.714,0.475,1.375
30:00.0,0.458,0.088,0.28,0.266,0.05,0.475,0.094,1.859,0.471,1.342
00:00.0,0.466,0.052,0.228,0.221,0.001,0.459,0.07,1.987,0.422,1.5650001
30:00.0,0.48,0.054,0.336,0.312,0,0.456,0.051,1.832,0.531,1.039
00:00.0,0.454,0.123,0.178,0.235,0,0.453,0.051,2.115,0.303,1.399
30:00.0,0.497,0.064,0.103,0.247,0.022,0.181,0.095,2.1240001,0.84,1.3710001
00:00.0,0.426,0.062,0.069,0.105,0.054,0.04,0.068,1.994,0.218,1.819
30:00.0,0.47,1.362,0.103,0.058,0.05,0.049,0.051,1.942,0.105,0.775
00:00.0,0.438,1.342,0.054,0.095,0.021,0.041,0.051,1.855,0.105,0.258
30:00.0,0.448,0.784,0.054,0.042,0,0.049,0.092,1.7920001,0.104,0.207
